ViewIndex,FOV1,FOV2,FOV3,FOV4,PositionX,PositionY,PositionZ,QuaternionW,QuaternionZ,QuaternionY,QuaternionX
0,-0.593516,0.593516,-0.411232,0.411232,0.013917,2.97214,-3.18364,0.987466,0.0135808,-0.0355518,-0.145101
0,-0.593516,0.593516,-0.411232,0.411232,0.0072957,2.97164,-3.18275,0.98743,0.013765,-0.0363723,-0.145063
0,-0.593516,0.593516,-0.411232,0.411232,0.000674384,2.97114,-3.18187,0.987395,0.0139491,-0.0371929,-0.145026
0,-0.593516,0.593516,-0.411232,0.411232,-0.00594693,2.97064,-3.18098,0.987359,0.0141333,-0.0380136,-0.144988
0,-0.593516,0.593516,-0.411232,0.411232,-0.0125682,2.97013,-3.18009,0.987323,0.0143175,-0.0388343,-0.14495
0,-0.593516,0.593516,-0.411232,0.411232,-0.0191896,2.96963,-3.1792,0.987288,0.0145017,-0.039655,-0.144913
0,-0.593516,0.593516,-0.411232,0.411232,-0.0258109,2.96913,-3.17832,0.987252,0.014686,-0.0404759,-0.144875
0,-0.593516,0.593516,-0.411232,0.411232,-0.0324322,2.96862,-3.17743,0.987216,0.0148702,-0.0412968,-0.144838
0,-0.593516,0.593516,-0.411232,0.411232,-0.0390535,2.96812,-3.17654,0.987181,0.0150545,-0.0421177,-0.1448
0,-0.593516,0.593516,-0.411232,0.411232,-0.0456748,2.96762,-3.17565,0.987145,0.0152387,-0.0429387,-0.144763
0,-0.593516,0.593516,-0.411232,0.411232,-0.0522961,2.96712,-3.17477,0.987109,0.015423,-0.0437598,-0.144725
0,-0.593516,0.593516,-0.411232,0.411232,-0.0589174,2.96661,-3.17388,0.987074,0.0156073,-0.0445809,-0.144687
0,-0.593516,0.593516,-0.411232,0.411232,-0.0655388,2.96611,-3.17299,0.987038,0.0157916,-0.0454021,-0.14465
0,-0.593516,0.593516,-0.411232,0.411232,-0.0721601,2.96561,-3.1721,0.987002,0.0159759,-0.0462233,-0.144612
0,-0.593516,0.593516,-0.411232,0.411232,-0.0787814,2.9651,-3.17122,0.986967,0.0161603,-0.0470446,-0.144575
0,-0.593516,0.593516,-0.411232,0.411232,-0.0854027,2.9646,-3.17033,0.986931,0.0163446,-0.047866,-0.144537
0,-0.593516,0.593516,-0.411232,0.411232,-0.092024,2.9641,-3.16944,0.986895,0.016529,-0.0486874,-0.144499
0,-0.593516,0.593516,-0.411232,0.411232,-0.0986453,2.96359,-3.16855,0.98686,0.0167133,-0.0495089,-0.144462
0,-0.593516,0.593516,-0.411232,0.411232,-0.105267,2.96309,-3.16767,0.986824,0.0168977,-0.0503304,-0.144424
0,-0.593516,0.593516,-0.411232,0.411232,-0.111888,2.96259,-3.16678,0.986788,0.0170821,-0.051152,-0.144387
0,-0.593516,0.593516,-0.411232,0.411232,-0.118509,2.96209,-3.16589,0.986753,0.0172665,-0.0519737,-0.144349
0,-0.593516,0.593516,-0.411232,0.411232,-0.125131,2.96158,-3.165,0.986717,0.017451,-0.0527954,-0.144311
0,-0.593516,0.593516,-0.411232,0.411232,-0.131752,2.96108,-3.16412,0.986681,0.0176354,-0.0536172,-0.144274
0,-0.593516,0.593516,-0.411232,0.411232,-0.138373,2.96058,-3.16323,0.986645,0.0178199,-0.054439,-0.144236
0,-0.593516,0.593516,-0.411232,0.411232,-0.144995,2.96007,-3.16234,0.98661,0.0180043,-0.0552609,-0.144199
0,-0.593516,0.593516,-0.411232,0.411232,-0.151616,2.95957,-3.16145,0.986574,0.0181888,-0.0560829,-0.144161
0,-0.593516,0.593516,-0.411232,0.411232,-0.158237,2.95907,-3.16057,0.986538,0.0183733,-0.0569049,-0.144123
0,-0.593516,0.593516,-0.411232,0.411232,-0.164858,2.95857,-3.15968,0.986503,0.0185578,-0.0577269,-0.144086
0,-0.593516,0.593516,-0.411232,0.411232,-0.17148,2.95806,-3.15879,0.986467,0.0187423,-0.0585491,-0.144048
0,-0.593516,0.593516,-0.411232,0.411232,-0.178101,2.95756,-3.1579,0.986431,0.0189269,-0.0593713,-0.14401
0,-0.593516,0.593516,-0.411232,0.411232,-0.184722,2.95706,-3.15702,0.986396,0.0191114,-0.0601935,-0.143973
0,-0.593516,0.593516,-0.411232,0.411232,-0.191344,2.95655,-3.15613,0.98636,0.019296,-0.0610158,-0.143935
0,-0.593516,0.593516,-0.411232,0.411232,-0.197965,2.95605,-3.15524,0.986324,0.0194806,-0.0618382,-0.143898
0,-0.593516,0.593516,-0.411232,0.411232,-0.204586,2.95555,-3.15435,0.986289,0.0196651,-0.0626607,-0.14386
0,-0.593516,0.593516,-0.411232,0.411232,-0.211208,2.95505,-3.15347,0.986253,0.0198497,-0.0634831,-0.143822
0,-0.593516,0.593516,-0.411232,0.411232,-0.217829,2.95454,-3.15258,0.986217,0.0200344,-0.0643057,-0.143785
0,-0.593516,0.593516,-0.411232,0.411232,-0.22445,2.95404,-3.15169,0.986181,0.020219,-0.0651283,-0.143747
0,-0.593516,0.593516,-0.411232,0.411232,-0.231072,2.95354,-3.1508,0.986146,0.0204036,-0.065951,-0.143709
0,-0.593516,0.593516,-0.411232,0.411232,-0.237693,2.95303,-3.14992,0.98611,0.0205883,-0.0667737,-0.143672
0,-0.593516,0.593516,-0.411232,0.411232,-0.244314,2.95253,-3.14903,0.986074,0.0207729,-0.0675965,-0.143634
0,-0.593516,0.593516,-0.411232,0.411232,-0.250936,2.95203,-3.14814,0.986039,0.0209576,-0.0684193,-0.143596
0,-0.593516,0.593516,-0.411232,0.411232,-0.257557,2.95153,-3.14725,0.986003,0.0211423,-0.0692422,-0.143559
0,-0.593516,0.593516,-0.411232,0.411232,-0.264178,2.95102,-3.14636,0.985967,0.021327,-0.0700652,-0.143521
0,-0.593516,0.593516,-0.411232,0.411232,-0.270799,2.95052,-3.14548,0.985932,0.0215118,-0.0708883,-0.143483
0,-0.593516,0.593516,-0.411232,0.411232,-0.277421,2.95002,-3.14459,0.985896,0.0216965,-0.0717113,-0.143446
0,-0.593516,0.593516,-0.411232,0.411232,-0.284042,2.94951,-3.1437,0.98586,0.0218812,-0.0725345,-0.143408
0,-0.593516,0.593516,-0.411232,0.411232,-0.290663,2.94901,-3.14281,0.985824,0.022066,-0.0733577,-0.14337
0,-0.593516,0.593516,-0.411232,0.411232,-0.297285,2.94851,-3.14193,0.985789,0.0222508,-0.074181,-0.143333
0,-0.593516,0.593516,-0.411232,0.411232,-0.303906,2.94801,-3.14104,0.985753,0.0224356,-0.0750043,-0.143295
0,-0.593516,0.593516,-0.411232,0.411232,-0.310527,2.9475,-3.14015,0.985717,0.0226204,-0.0758277,-0.143257
0,-0.593516,0.593516,-0.411232,0.411232,-0.317149,2.947,-3.13926,0.985682,0.0228052,-0.0766511,-0.14322
0,-0.593516,0.593516,-0.411232,0.411232,-0.32377,2.9465,-3.13838,0.985646,0.02299,-0.0774746,-0.143182
0,-0.593516,0.593516,-0.411232,0.411232,-0.330391,2.94599,-3.13749,0.98561,0.0231749,-0.0782982,-0.143144
0,-0.593516,0.593516,-0.411232,0.411232,-0.337013,2.94549,-3.1366,0.985574,0.0233597,-0.0791218,-0.143107
0,-0.593516,0.593516,-0.411232,0.411232,-0.343634,2.94499,-3.13571,0.985539,0.0235446,-0.0799455,-0.143069
0,-0.593516,0.593516,-0.411232,0.411232,-0.350255,2.94448,-3.13483,0.985503,0.0237295,-0.0807693,-0.143031
0,-0.593516,0.593516,-0.411232,0.411232,-0.356877,2.94398,-3.13394,0.985467,0.0239144,-0.0815931,-0.142994
0,-0.593516,0.593516,-0.411232,0.411232,-0.363498,2.94348,-3.13305,0.985432,0.0240993,-0.0824169,-0.142956
0,-0.593516,0.593516,-0.411232,0.411232,-0.370119,2.94298,-3.13216,0.985396,0.0242842,-0.0832408,-0.142918
0,-0.593516,0.593516,-0.411232,0.411232,-0.376741,2.94247,-3.13128,0.98536,0.0244691,-0.0840648,-0.14288
0,-0.593516,0.593516,-0.411232,0.411232,-0.383362,2.94197,-3.13039,0.985324,0.0246541,-0.0848889,-0.142843
0,-0.593516,0.593516,-0.411232,0.411232,-0.389983,2.94147,-3.1295,0.985289,0.024839,-0.085713,-0.142805
0,-0.593516,0.593516,-0.411232,0.411232,-0.396604,2.94096,-3.12861,0.985253,0.025024,-0.0865372,-0.142767
0,-0.593516,0.593516,-0.411232,0.411232,-0.403226,2.94046,-3.12773,0.985217,0.025209,-0.0873614,-0.14273
0,-0.593516,0.593516,-0.411232,0.411232,-0.409847,2.93996,-3.12684,0.985181,0.025394,-0.0881857,-0.142692
0,-0.593516,0.593516,-0.411232,0.411232,-0.416468,2.93946,-3.12595,0.985146,0.025579,-0.08901,-0.142654
0,-0.593516,0.593516,-0.411232,0.411232,-0.42309,2.93895,-3.12506,0.98511,0.0257641,-0.0898344,-0.142616
0,-0.593516,0.593516,-0.411232,0.411232,-0.429711,2.93845,-3.12418,0.985074,0.0259491,-0.0906589,-0.142579
0,-0.593516,0.593516,-0.411232,0.411232,-0.436332,2.93795,-3.12329,0.985038,0.0261342,-0.0914834,-0.142541
0,-0.593516,0.593516,-0.411232,0.411232,-0.442954,2.93744,-3.1224,0.985003,0.0263192,-0.092308,-0.142503
0,-0.593516,0.593516,-0.411232,0.411232,-0.449575,2.93694,-3.12151,0.984967,0.0265043,-0.0931326,-0.142466
0,-0.593516,0.593516,-0.411232,0.411232,-0.456196,2.93644,-3.12063,0.984931,0.0266894,-0.0939573,-0.142428
0,-0.593516,0.593516,-0.411232,0.411232,-0.462818,2.93594,-3.11974,0.984896,0.0268745,-0.0947821,-0.14239
0,-0.593516,0.593516,-0.411232,0.411232,-0.462818,2.93594,-3.11974,0.984896,0.0268745,-0.0947821,-0.14239
0,-0.593516,0.593516,-0.411232,0.411232,-0.468942,2.93501,-3.11794,0.984804,0.0270979,-0.0953597,-0.142424
0,-0.593516,0.593516,-0.411232,0.411232,-0.475066,2.93408,-3.11614,0.984713,0.0273213,-0.0959373,-0.142458
0,-0.593516,0.593516,-0.411232,0.411232,-0.481191,2.93315,-3.11434,0.984622,0.0275447,-0.0965151,-0.142492
0,-0.593516,0.593516,-0.411232,0.411232,-0.487315,2.93222,-3.11254,0.984531,0.0277682,-0.0970929,-0.142527
0,-0.593516,0.593516,-0.411232,0.411232,-0.49344,2.93129,-3.11074,0.98444,0.0279917,-0.0976709,-0.142561
0,-0.593516,0.593516,-0.411232,0.411232,-0.499564,2.93036,-3.10894,0.984349,0.0282152,-0.098249,-0.142595
0,-0.593516,0.593516,-0.411232,0.411232,-0.505688,2.92943,-3.10713,0.984257,0.0284388,-0.0988272,-0.142629
0,-0.593516,0.593516,-0.411232,0.411232,-0.511813,2.9285,-3.10533,0.984166,0.0286625,-0.0994055,-0.142663
0,-0.593516,0.593516,-0.411232,0.411232,-0.517937,2.92757,-3.10353,0.984075,0.0288862,-0.0999839,-0.142697
0,-0.593516,0.593516,-0.411232,0.411232,-0.524062,2.92664,-3.10173,0.983984,0.0291099,-0.100562,-0.142732
0,-0.593516,0.593516,-0.411232,0.411232,-0.530186,2.92571,-3.09993,0.983893,0.0293336,-0.101141,-0.142766
0,-0.593516,0.593516,-0.411232,0.411232,-0.53631,2.92478,-3.09813,0.983801,0.0295574,-0.10172,-0.1428
0,-0.593516,0.593516,-0.411232,0.411232,-0.542435,2.92385,-3.09633,0.98371,0.0297813,-0.102299,-0.142834
0,-0.593516,0.593516,-0.411232,0.411232,-0.548559,2.92292,-3.09453,0.983619,0.0300052,-0.102878,-0.142868
0,-0.593516,0.593516,-0.411232,0.411232,-0.554684,2.92199,-3.09273,0.983528,0.0302291,-0.103457,-0.142903
0,-0.593516,0.593516,-0.411232,0.411232,-0.560808,2.92106,-3.09093,0.983437,0.0304531,-0.104036,-0.142937
0,-0.593516,0.593516,-0.411232,0.411232,-0.566933,2.92013,-3.08913,0.983345,0.0306771,-0.104615,-0.142971
0,-0.593516,0.593516,-0.411232,0.411232,-0.573057,2.9192,-3.08733,0.983254,0.0309012,-0.105194,-0.143005
0,-0.593516,0.593516,-0.411232,0.411232,-0.579181,2.91827,-3.08553,0.983163,0.0311253,-0.105774,-0.14304
0,-0.593516,0.593516,-0.411232,0.411232,-0.585306,2.91734,-3.08373,0.983071,0.0313494,-0.106354,-0.143074
0,-0.593516,0.593516,-0.411232,0.411232,-0.59143,2.91641,-3.08193,0.98298,0.0315736,-0.106933,-0.143108
0,-0.593516,0.593516,-0.411232,0.411232,-0.597555,2.91548,-3.08012,0.982889,0.0317978,-0.107513,-0.143142
0,-0.593516,0.593516,-0.411232,0.411232,-0.603679,2.91455,-3.07832,0.982798,0.0320221,-0.108093,-0.143177
0,-0.593516,0.593516,-0.411232,0.411232,-0.609803,2.91362,-3.07652,0.982706,0.0322464,-0.108673,-0.143211
0,-0.593516,0.593516,-0.411232,0.411232,-0.615928,2.91269,-3.07472,0.982615,0.0324707,-0.109253,-0.143245
0,-0.593516,0.593516,-0.411232,0.411232,-0.622052,2.91176,-3.07292,0.982524,0.0326951,-0.109833,-0.14328
0,-0.593516,0.593516,-0.411232,0.411232,-0.628177,2.91083,-3.07112,0.982432,0.0329196,-0.110414,-0.143314
0,-0.593516,0.593516,-0.411232,0.411232,-0.634301,2.9099,-3.06932,0.982341,0.033144,-0.110994,-0.143348
0,-0.593516,0.593516,-0.411232,0.411232,-0.640425,2.90897,-3.06752,0.982249,0.0333686,-0.111575,-0.143382
0,-0.593516,0.593516,-0.411232,0.411232,-0.64655,2.90804,-3.06572,0.982158,0.0335931,-0.112156,-0.143417
0,-0.593516,0.593516,-0.411232,0.411232,-0.652674,2.90711,-3.06392,0.982067,0.0338177,-0.112736,-0.143451
0,-0.593516,0.593516,-0.411232,0.411232,-0.658799,2.90618,-3.06212,0.981975,0.0340424,-0.113317,-0.143485
0,-0.593516,0.593516,-0.411232,0.411232,-0.664923,2.90525,-3.06032,0.981884,0.0342671,-0.113898,-0.14352
0,-0.593516,0.593516,-0.411232,0.411232,-0.671047,2.90432,-3.05852,0.981793,0.0344918,-0.114479,-0.143554
0,-0.593516,0.593516,-0.411232,0.411232,-0.677172,2.90339,-3.05672,0.981701,0.0347166,-0.115061,-0.143589
0,-0.593516,0.593516,-0.411232,0.411232,-0.683296,2.90246,-3.05492,0.98161,0.0349414,-0.115642,-0.143623
0,-0.593516,0.593516,-0.411232,0.411232,-0.689421,2.90153,-3.05311,0.981518,0.0351662,-0.116223,-0.143657
0,-0.593516,0.593516,-0.411232,0.411232,-0.695545,2.9006,-3.05131,0.981427,0.0353911,-0.116805,-0.143692
0,-0.593516,0.593516,-0.411232,0.411232,-0.701669,2.89967,-3.04951,0.981335,0.0356161,-0.117387,-0.143726
0,-0.593516,0.593516,-0.411232,0.411232,-0.707794,2.89874,-3.04771,0.981244,0.035841,-0.117969,-0.143761
0,-0.593516,0.593516,-0.411232,0.411232,-0.713918,2.89781,-3.04591,0.981152,0.0360661,-0.11855,-0.143795
0,-0.593516,0.593516,-0.411232,0.411232,-0.720043,2.89688,-3.04411,0.981061,0.0362911,-0.119132,-0.143829
0,-0.593516,0.593516,-0.411232,0.411232,-0.726167,2.89595,-3.04231,0.980969,0.0365162,-0.119715,-0.143864
0,-0.593516,0.593516,-0.411232,0.411232,-0.732292,2.89503,-3.04051,0.980878,0.0367414,-0.120297,-0.143898
0,-0.593516,0.593516,-0.411232,0.411232,-0.738416,2.8941,-3.03871,0.980787,0.0369666,-0.120879,-0.143933
0,-0.593516,0.593516,-0.411232,0.411232,-0.74454,2.89317,-3.03691,0.980695,0.0371918,-0.121462,-0.143967
0,-0.593516,0.593516,-0.411232,0.411232,-0.750665,2.89224,-3.03511,0.980603,0.0374171,-0.122044,-0.144002
0,-0.593516,0.593516,-0.411232,0.411232,-0.756789,2.89131,-3.03331,0.980512,0.0376424,-0.122627,-0.144036
0,-0.593516,0.593516,-0.411232,0.411232,-0.762914,2.89038,-3.03151,0.98042,0.0378678,-0.123209,-0.144071
0,-0.593516,0.593516,-0.411232,0.411232,-0.769038,2.88945,-3.02971,0.980329,0.0380932,-0.123792,-0.144105
0,-0.593516,0.593516,-0.411232,0.411232,-0.775162,2.88852,-3.02791,0.980237,0.0383186,-0.124375,-0.14414
0,-0.593516,0.593516,-0.411232,0.411232,-0.781287,2.88759,-3.02611,0.980146,0.0385441,-0.124958,-0.144174
0,-0.593516,0.593516,-0.411232,0.411232,-0.787411,2.88666,-3.0243,0.980054,0.0387697,-0.125542,-0.144209
0,-0.593516,0.593516,-0.411232,0.411232,-0.793536,2.88573,-3.0225,0.979963,0.0389952,-0.126125,-0.144243
0,-0.593516,0.593516,-0.411232,0.411232,-0.79966,2.8848,-3.0207,0.979871,0.0392209,-0.126708,-0.144278
0,-0.593516,0.593516,-0.411232,0.411232,-0.805784,2.88387,-3.0189,0.979779,0.0394465,-0.127292,-0.144312
0,-0.593516,0.593516,-0.411232,0.411232,-0.811909,2.88294,-3.0171,0.979688,0.0396722,-0.127876,-0.144347
0,-0.593516,0.593516,-0.411232,0.411232,-0.818033,2.88201,-3.0153,0.979596,0.039898,-0.128459,-0.144381
0,-0.593516,0.593516,-0.411232,0.411232,-0.824158,2.88108,-3.0135,0.979505,0.0401238,-0.129043,-0.144416
0,-0.593516,0.593516,-0.411232,0.411232,-0.830282,2.88015,-3.0117,0.979413,0.0403496,-0.129627,-0.14445
0,-0.593516,0.593516,-0.411232,0.411232,-0.836406,2.87922,-3.0099,0.979321,0.0405755,-0.130211,-0.144485
0,-0.593516,0.593516,-0.411232,0.411232,-0.842531,2.87829,-3.0081,0.97923,0.0408014,-0.130796,-0.14452
0,-0.593516,0.593516,-0.411232,0.411232,-0.848655,2.87736,-3.0063,0.979138,0.0410273,-0.13138,-0.144554
0,-0.593516,0.593516,-0.411232,0.411232,-0.85478,2.87643,-3.0045,0.979046,0.0412533,-0.131964,-0.144589
0,-0.593516,0.593516,-0.411232,0.411232,-0.860904,2.8755,-3.0027,0.978955,0.0414794,-0.132549,-0.144623
0,-0.593516,0.593516,-0.411232,0.411232,-0.867028,2.87457,-3.0009,0.978863,0.0417055,-0.133133,-0.144658
0,-0.593516,0.593516,-0.411232,0.411232,-0.873153,2.87364,-2.9991,0.978771,0.0419316,-0.133718,-0.144693
0,-0.593516,0.593516,-0.411232,0.411232,-0.879277,2.87271,-2.99729,0.97868,0.0421578,-0.134303,-0.144727
0,-0.593516,0.593516,-0.411232,0.411232,-0.885402,2.87178,-2.99549,0.978588,0.042384,-0.134888,-0.144762
0,-0.593516,0.593516,-0.411232,0.411232,-0.891526,2.87085,-2.99369,0.978496,0.0426102,-0.135473,-0.144796
0,-0.593516,0.593516,-0.411232,0.411232,-0.897651,2.86992,-2.99189,0.978405,0.0428365,-0.136058,-0.144831
0,-0.593516,0.593516,-0.411232,0.411232,-0.903775,2.86899,-2.99009,0.978313,0.0430629,-0.136644,-0.144866
0,-0.593516,0.593516,-0.411232,0.411232,-0.909899,2.86806,-2.98829,0.978221,0.0432893,-0.137229,-0.1449
0,-0.593516,0.593516,-0.411232,0.411232,-0.916024,2.86713,-2.98649,0.978129,0.0435157,-0.137815,-0.144935
0,-0.593516,0.593516,-0.411232,0.411232,-0.922148,2.8662,-2.98469,0.978038,0.0437422,-0.1384,-0.14497
0,-0.593516,0.593516,-0.411232,0.411232,-0.928273,2.86527,-2.98289,0.977946,0.0439687,-0.138986,-0.145004
0,-0.593516,0.593516,-0.411232,0.411232,-0.934397,2.86434,-2.98109,0.977854,0.0441952,-0.139572,-0.145039
0,-0.593516,0.593516,-0.411232,0.411232,-0.940521,2.86341,-2.97929,0.977762,0.0444218,-0.140158,-0.145074
0,-0.593516,0.593516,-0.411232,0.411232,-0.946646,2.86248,-2.97749,0.97767,0.0446485,-0.140744,-0.145109
0,-0.593516,0.593516,-0.411232,0.411232,-0.95277,2.86155,-2.97569,0.977579,0.0448752,-0.14133,-0.145143
0,-0.593516,0.593516,-0.411232,0.411232,-0.958895,2.86062,-2.97389,0.977487,0.0451019,-0.141916,-0.145178
0,-0.593516,0.593516,-0.411232,0.411232,-0.965019,2.85969,-2.97209,0.977395,0.0453287,-0.142503,-0.145213
0,-0.593516,0.593516,-0.411232,0.411232,-0.971143,2.85876,-2.97028,0.977303,0.0455555,-0.143089,-0.145248
0,-0.593516,0.593516,-0.411232,0.411232,-0.977268,2.85783,-2.96848,0.977211,0.0457824,-0.143676,-0.145282
0,-0.593516,0.593516,-0.411232,0.411232,-0.983392,2.8569,-2.96668,0.97712,0.0460093,-0.144263,-0.145317
0,-0.593516,0.593516,-0.411232,0.411232,-0.989517,2.85597,-2.96488,0.977028,0.0462362,-0.14485,-0.145352
0,-0.593516,0.593516,-0.411232,0.411232,-0.995641,2.85504,-2.96308,0.976936,0.0464632,-0.145437,-0.145387
0,-0.593516,0.593516,-0.411232,0.411232,-1.00177,2.85411,-2.96128,0.976844,0.0466902,-0.146024,-0.145421
0,-0.593516,0.593516,-0.411232,0.411232,-1.00789,2.85318,-2.95948,0.976752,0.0469173,-0.146611,-0.145456
0,-0.593516,0.593516,-0.411232,0.411232,-1.01401,2.85225,-2.95768,0.97666,0.0471444,-0.147198,-0.145491
0,-0.593516,0.593516,-0.411232,0.411232,-1.02014,2.85133,-2.95588,0.976568,0.0473716,-0.147786,-0.145526
0,-0.593516,0.593516,-0.411232,0.411232,-1.02626,2.8504,-2.95408,0.976476,0.0475988,-0.148373,-0.145561
0,-0.593516,0.593516,-0.411232,0.411232,-1.03239,2.84947,-2.95228,0.976385,0.047826,-0.148961,-0.145595
0,-0.593516,0.593516,-0.411232,0.411232,-1.03851,2.84854,-2.95048,0.976293,0.0480533,-0.149549,-0.14563
